game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,14,00:06:23,00:05:37,00:00:05,37,ORL,foul,,,,,,,,Marcus Morris,,Tobias Harris,,,s.foul,,,s.foul,,,,,,Harris S.FOUL (P1.T2) (M.Boland)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,15,00:06:23,00:05:37,00:00:00,38,DET,free throw,,,,,,,1,,3,Marcus Morris,1,,,made,,Free Throw 1 of 3,,,,,,Marc Morris Free Throw 1 of 3 (1 PTS)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,16,00:06:23,00:05:37,00:00:00,40,DET,free throw,,,,,,,2,,3,Marcus Morris,1,,,made,,Free Throw 2 of 3,,,,,,Marc Morris Free Throw 2 of 3 (2 PTS)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,17,00:06:23,00:05:37,00:00:00,42,DET,free throw,,,,,,,3,,3,Marcus Morris,1,,,made,,Free Throw 3 of 3,,,,,,Marc Morris Free Throw 3 of 3 (3 PTS)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,17,00:06:00,00:06:00,00:00:23,44,ORL,miss,,,,,,,,,,Tobias Harris,0,,,missed,,Jump Shot,8,-83,7,33.3,5.7,MISS Harris 8' Jump Shot
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,17,00:05:59,00:06:01,00:00:01,46,DET,rebound,,,,,,,,,,Ersan Ilyasova,,,,,,rebound defensive,,,,,,Ilyasova REBOUND (Off:0 Def:1)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:49,00:06:11,00:00:10,47,DET,shot,Reggie Jackson,,,,,,,,,Andre Drummond,2,,,made,,Hook Shot,6,58,7,30.8,88.3,Drummond 6' Hook Shot (4 PTS) (Jackson 1 AST)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Channing Frye,Nikola Vucevic,Evan Fournier,Victor Oladipo,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:46,00:06:14,00:00:03,48,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,Magic Timeout: Regular (Reg.1 Short 0)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Evan Fournier,Victor Oladipo,Shabazz Napier,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:46,00:06:14,00:00:00,50,ORL,sub,,,,,Shabazz Napier,Channing Frye,,,,Channing Frye,,,,,,sub,,,,,,SUB: Napier FOR Frye
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:46,00:06:14,00:00:00,51,ORL,sub,,,,,Andrew Nicholson,Evan Fournier,,,,Evan Fournier,,,,,,sub,,,,,,SUB: Nicholson FOR Fournier
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:28,00:06:32,00:00:18,53,ORL,miss,,,,,,,,,,Nikola Vucevic,0,,,missed,,Jump Shot,17,138,105,11.2,15.5,MISS Vucevic 17' Jump Shot
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,19,00:05:27,00:06:33,00:00:01,54,DET,rebound,,,,,,,,,,Ersan Ilyasova,,,,,,rebound defensive,,,,,,Ilyasova REBOUND (Off:0 Def:2)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,21,00:05:19,00:06:41,00:00:08,55,DET,shot,Reggie Jackson,,,,,,,,,Andre Drummond,2,,,made,,Alley Oop Dunk,0,0,1,25.0,88.9,Drummond  Alley Oop Dunk (6 PTS) (Jackson 2 AST)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,21,00:05:02,00:06:58,00:00:17,56,ORL,miss,,,,,,,,,,Victor Oladipo,0,,,missed,,Jump Shot,20,-147,131,39.7,18.1,MISS Oladipo 20' Jump Shot
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,21,00:05:02,00:06:58,00:00:00,57,DET,rebound,,,,,,,,,,Marcus Morris,,,,,,rebound defensive,,,,,,Marc Morris REBOUND (Off:0 Def:1)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,21,00:04:52,00:07:08,00:00:10,58,DET,miss,,,,,,,,,,Marcus Morris,0,,,missed,,Running Jump Shot,13,-119,47,13.1,84.3,MISS Marc Morris 13' Running Jump Shot
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,6,21,00:04:50,00:07:10,00:00:02,59,ORL,rebound,,,,,,,,,,Andrew Nicholson,,,,,,rebound defensive,,,,,,Nicholson REBOUND (Off:0 Def:1)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,8,21,00:04:40,00:07:20,00:00:10,60,ORL,shot,,,,,,,,,,Victor Oladipo,2,,,made,,Layup,0,-1,-1,25.1,4.9,Oladipo  Layup (2 PTS)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,8,21,00:04:40,00:07:20,00:00:00,61,DET,foul,,,,,,,,Victor Oladipo,,Kentavious Caldwell-Pope,,,s.foul,,,s.foul,,,,,,Caldwell-Pope S.FOUL (P1.T1) (J.VanDuyne)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,9,21,00:04:40,00:07:20,00:00:00,62,ORL,free throw,,,,,,,1,,1,Victor Oladipo,1,,,made,,Free Throw 1 of 1,,,,,,Oladipo Free Throw 1 of 1 (3 PTS)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,9,21,00:04:22,00:07:38,00:00:18,63,DET,foul,,,,,,,,Victor Oladipo,,Kentavious Caldwell-Pope,,,off.foul,,,off.foul,,,,,,Caldwell-Pope OFF.Foul (P2) (J.Goble)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,1,9,21,00:04:22,00:07:38,00:00:00,64,DET,turnover,,,,,,,,,,Kentavious Caldwell-Pope,,,foul turnover,,,foul turnover,,,,,,Caldwell-Pope Foul Turnover (P1.T3)
"=""0021500514""",2015-2016 Regular Season,2016-01-04,Tobias Harris,Nikola Vucevic,Victor Oladipo,Shabazz Napier,Andrew Nicholson,Marcus Morris,Ersan Ilyasova,Andre Drummond,Reggie Jackson,Stanley Johnson,1,9,21,00:04:22,00:07:38,00:00:00,65,DET,sub,,,,,Stanley Johnson,Kentavious Caldwell-Pope,,,,Kentavious Caldwell-Pope,,,,,,sub,,,,,,SUB: Johnson FOR Caldwell-Pope
