game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,6,00:09:52,00:02:08,00:00:09,10,CLE,foul,,,,,,,,James Harden,,Kyrie Irving,,,s.foul,,,s.foul,,,,,,Irving S.FOUL (P1.T1) (D.Richardson)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,7,00:09:52,00:02:08,00:00:00,11,HOU,free throw,,,,,,,1,,2,James Harden,1,,,made,,Free Throw 1 of 2,,,,,,Harden Free Throw 1 of 2 (1 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,8,00:09:52,00:02:08,00:00:00,13,HOU,free throw,,,,,,,2,,2,James Harden,1,,,made,,Free Throw 2 of 2,,,,,,Harden Free Throw 2 of 2 (2 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,8,00:09:41,00:02:19,00:00:11,15,CLE,turnover,,,,,,,,,,Kevin Love,,,bad pass ,,Dwight Howard,bad pass ,,,,,,"Love Bad Pass Turnover (P1.T2), Howard STEAL (1 STL)"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,11,00:09:31,00:02:29,00:00:10,16,HOU,shot,Patrick Beverley,,,,,,,,,Trevor Ariza,3,,,made,,Jump Shot,25,210,129,46.0,76.1,Ariza 25' 3PT Jump Shot (3 PTS) (Beverley 1 AST)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,11,00:09:26,00:02:34,00:00:05,17,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,Cavaliers Timeout: Regular (Reg.1 Short 0)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,11,00:09:10,00:02:50,00:00:16,19,CLE,turnover,,,,,,,,,,LeBron James,,,bad pass ,,James Harden,bad pass ,,,,,,"James Bad Pass Turnover (P2.T3), Harden STEAL (1 STL)"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:09:05,00:02:55,00:00:05,20,HOU,shot,,,,,,,,,,James Harden,2,,,made,,Running Layup,2,-14,11,23.6,87.9,Harden 2' Running Layup (4 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:08:38,00:03:22,00:00:27,21,CLE,miss,,,,,,,,,,LeBron James,0,,,missed,,Pullup Jump Shot,25,-16,247,26.6,29.7,MISS James 25' 3PT Pullup Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:08:37,00:03:23,00:00:01,22,HOU,rebound,,,,,,,,,,Trevor Ariza,,,,,,rebound defensive,,,,,,Ariza REBOUND (Off:0 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:08:24,00:03:36,00:00:13,23,HOU,miss,,,,,,,,,,Patrick Beverley,0,,,missed,,Step Back Jump Shot,18,-101,149,14.9,74.1,MISS Beverley 18' Step Back Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:08:24,00:03:36,00:00:00,24,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,Cavaliers Rebound
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,4,13,00:08:16,00:03:44,00:00:08,25,HOU,foul,,,,,,,,Kevin Love,,Clint Capela,,,p.foul,,,p.foul,,,,,,Capela P.FOUL (P1.T1) (J.Goble)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,7,13,00:08:07,00:03:53,00:00:09,26,CLE,shot,Kevin Love,,,,,,,,,LeBron James,3,,,made,,Jump Shot,25,200,154,5.0,20.4,James 25' 3PT Jump Shot (5 PTS) (Love 1 AST)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,7,13,00:07:54,00:04:06,00:00:13,27,HOU,miss,,,,,,,,,,Dwight Howard,0,,,missed,,Alley Oop Layup,2,-20,-1,23.0,89.1,MISS Howard 2' Alley Oop Layup
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,7,13,00:07:53,00:04:07,00:00:01,28,CLE,rebound,,,,,,,,,,Timofey Mozgov,,,,,,rebound defensive,,,,,,Mozgov REBOUND (Off:0 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,10,13,00:07:37,00:04:23,00:00:16,29,CLE,shot,LeBron James,,,,,,,,,J.R. Smith,3,,,made,,Jump Shot,23,-230,16,48.0,6.6,Smith  3PT Jump Shot (5 PTS) (James 1 AST)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Clint Capela,Dwight Howard,James Harden,Patrick Beverley,1,10,13,00:07:19,00:04:41,00:00:18,30,CLE,foul,,,,,,,,Clint Capela,,Kevin Love,,,p.foul,,,p.foul,,,,,,Love P.FOUL (P1.T2) (J.Goble)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,13,00:07:19,00:04:41,00:00:00,31,HOU,sub,,,,,Terrence Jones,Clint Capela,,,,Clint Capela,,,,,,sub,,,,,,SUB: Jones FOR Capela
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,13,00:07:13,00:04:47,00:00:06,32,HOU,miss,,,,,,,,,,Trevor Ariza,0,,,missed,,Jump Shot,25,209,144,45.9,74.6,MISS Ariza 25' 3PT Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,13,00:07:13,00:04:47,00:00:00,33,CLE,rebound,,,,,,,,,,Kevin Love,,,,,,rebound defensive,,,,,,Love REBOUND (Off:0 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,13,00:07:08,00:04:52,00:00:05,34,CLE,miss,,,,,,,,,,Timofey Mozgov,0,,,missed,,Running Layup,1,14,2,23.6,5.2,MISS Mozgov 1' Running Layup
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,13,00:07:07,00:04:53,00:00:01,35,HOU,rebound,,,,,,,,,,Patrick Beverley,,,,,,rebound defensive,,,,,,Beverley REBOUND (Off:1 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:59,00:05:01,00:00:08,36,HOU,shot,,,,,,,,,,Patrick Beverley,2,,,made,,Floating Jump Shot,9,-50,80,20.0,81.0,Beverley 9' Floating Jump Shot (4 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:43,00:05:17,00:00:16,37,CLE,miss,,,,,,,,,,Kevin Love,0,,,missed,,Jump Shot,15,-102,115,35.2,16.5,MISS Love 15' Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:42,00:05:18,00:00:01,38,HOU,rebound,,,,,,,,,,Dwight Howard,,,,,,rebound defensive,,,,,,Howard REBOUND (Off:0 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:36,00:05:24,00:00:06,39,HOU,miss,,,,,,,,,,James Harden,0,,,missed,,Jump Shot,25,-165,188,8.5,70.2,MISS Harden 25' 3PT Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:35,00:05:25,00:00:01,40,HOU,rebound,,,,,,,,,,Terrence Jones,,,,,,rebound offensive,,,,,,Jones REBOUND (Off:1 Def:0)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:33,00:05:27,00:00:02,41,,timeout,,,,,,,,,,,,,,,, timeout: short,,,,,,ROCKETS Timeout: Short (Full 0 Short 1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:23,00:05:37,00:00:10,42,HOU,turnover,,,,,,,,,,James Harden,,,bad pass ,,Kevin Love,bad pass ,,,,,,"Love STEAL (1 STL), Harden Bad Pass Turnover (P1.T1)"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:18,00:05:42,00:00:05,43,CLE,miss,,,,,,,,,,LeBron James,0,,,missed,,Alley Oop Dunk,0,0,1,25.0,5.1,MISS James  Alley Oop Dunk
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:17,00:05:43,00:00:01,44,,jump ball,,Timofey Mozgov,Dwight Howard,,,,,,,Dwight Howard,,,,,,jump ball,,,,,,Jump Ball Howard vs. Mozgov: Tip to
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:17,00:05:43,00:00:00,45,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,ROCKETS Rebound
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Kyrie Irving,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:17,00:05:43,00:00:00,48,CLE,violation,,,,,,,,,,J.R. Smith,,,,,,violation:jump ball,,,,,,Smith Violation:Jump Ball (J.Goble)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:17,00:05:43,00:00:00,46,CLE,sub,,,,,Matthew Dellavedova,Kyrie Irving,,,,Kyrie Irving,,,,,,sub,,,,,,SUB: Dellavedova FOR Irving
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,15,00:06:09,00:05:51,00:00:08,47,CLE,foul,,,,,,,,,,Timofey Mozgov,,,t.foul def. 3 sec,,,t.foul def. 3 sec,,,,,,Cavaliers T.Foul (Def. 3 Sec Mozgov ) (D.Richardson)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,16,00:06:09,00:05:51,00:00:00,49,HOU,free throw,,,,,,,1,,1,James Harden,1,,,made,,Free Throw Technical,,,,,,Harden Free Throw Technical (5 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,16,00:06:02,00:05:58,00:00:07,52,CLE,foul,,,,,,,,Patrick Beverley,,Matthew Dellavedova,,,p.foul,,,p.foul,,,,,,Dellavedova P.FOUL (P1.T3) (D.Richardson)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,16,00:05:50,00:06:10,00:00:12,54,HOU,miss,,,,,,,,,,Trevor Ariza,0,,,missed,,Driving Layup,3,27,18,27.7,87.2,MISS Ariza 3' Driving Layup
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,10,16,00:05:50,00:06:10,00:00:00,56,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,Cavaliers Rebound
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:05:28,00:06:32,00:00:22,58,CLE,shot,LeBron James,,,,,,,,,Kevin Love,3,,,made,,Jump Shot,25,199,154,5.1,20.4,Love 25' 3PT Jump Shot (3 PTS) (James 2 AST)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:05:09,00:06:51,00:00:19,60,HOU,miss,,,,,,,,,,James Harden,0,,,missed,,Driving Layup,3,0,33,25.0,85.7,MISS Harden 3' Driving Layup
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:05:08,00:06:52,00:00:01,62,CLE,rebound,,,,,,,,,,Kevin Love,,,,,,rebound defensive,,,,,,Love REBOUND (Off:0 Def:2)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:53,00:07:07,00:00:15,64,CLE,miss,,,,,,,,,,J.R. Smith,0,,,missed,,Pullup Jump Shot,25,227,105,2.3,15.5,MISS Smith 25' 3PT Pullup Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:51,00:07:09,00:00:02,66,CLE,rebound,,,,,,,,,,J.R. Smith,,,,,,rebound offensive,,,,,,Smith REBOUND (Off:1 Def:0)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:48,00:07:12,00:00:03,68,CLE,turnover,,,,,,,,,,J.R. Smith,,,bad pass ,,Patrick Beverley,bad pass ,,,,,,"Smith Bad Pass Turnover (P1.T4), Beverley STEAL (1 STL)"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:36,00:07:24,00:00:12,70,HOU,miss,,,,,,,,,,Patrick Beverley,0,,,missed,,Step Back Jump Shot,10,99,21,34.9,86.9,MISS Beverley 10' Step Back Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:36,00:07:24,00:00:00,80,HOU,rebound,,,,,,,,,,Dwight Howard,,,,,,rebound offensive,,,,,,Howard REBOUND (Off:1 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:36,00:07:24,00:00:00,81,HOU,miss,,,,LeBron James,,,,,,Dwight Howard,0,,,missed,,Layup,1,-12,0,23.8,89.0,"James BLOCK (1 BLK), MISS Howard 1' Layup"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:35,00:07:25,00:00:01,71,CLE,rebound,,,,,,,,,,J.R. Smith,,,,,,rebound defensive,,,,,,Smith REBOUND (Off:1 Def:1)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,16,00:04:26,00:07:34,00:00:09,72,CLE,turnover,,,,,,,,,,Kevin Love,,,bad pass ,,James Harden,bad pass ,,,,,,"Love Bad Pass Turnover (P2.T5), Harden STEAL (2 STL)"
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,18,00:04:19,00:07:41,00:00:07,73,HOU,shot,,,,,,,,,,Dwight Howard,2,,,made,,Turnaround Hook Shot,7,61,26,31.1,86.4,Howard 7' Turnaround Hook Shot (4 PTS)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,18,00:04:09,00:07:51,00:00:10,74,CLE,miss,,,,,,,,,,Kevin Love,0,,,missed,,Jump Shot,24,-7,244,25.7,29.4,MISS Love 24' 3PT Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,18,00:04:08,00:07:52,00:00:01,75,HOU,rebound,,,,,,,,,,Trevor Ariza,,,,,,rebound defensive,,,,,,Ariza REBOUND (Off:0 Def:2)
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,18,00:04:01,00:07:59,00:00:07,76,HOU,miss,,,,,,,,,,Patrick Beverley,0,,,missed,,Jump Shot,24,227,70,47.7,82.0,MISS Beverley 24' 3PT Jump Shot
"=""0021500601""",2015-2016 Regular Season,2016-01-15,LeBron James,Kevin Love,Timofey Mozgov,J.R. Smith,Matthew Dellavedova,Trevor Ariza,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,1,13,18,00:04:00,00:08:00,00:00:01,77,CLE,rebound,,,,,,,,,,Matthew Dellavedova,,,,,,rebound defensive,,,,,,Dellavedova REBOUND (Off:0 Def:1)
